,text,
6,"USGS reports a M2.14 #earthquake 5km WNW of The Geysers, CA on 10/28/19 @ 14:07:22 UTC https://t.co/xH51GkRHVP #quake",1
7,"2.3 magnitude #earthquake. 5 km from Cobb, #CA, United States https://t.co/a6T8Opyg2B",1
8,"California, United States of America
MD 2.3 (3 min ago)
0km 38.80°N 122.77°W
Oct 28, 2019 08:23:35 UTC
#earthquake",1
9,"USGS reports a M2.3 #earthquake 3km NNW of The Geysers, CA on 10/28/19 @ 8:23:35 UTC https://t.co/0No6ZPz5Dn #quake",1
10,"1.6 magnitude #earthquake. 5 km from #Cobb, CA, United States https://t.co/b9M1L9Lc3q",1
11,"USGS reports a M1.64 #earthquake 3km NNW of The Geysers, CA on 10/28/19 @ 8:15:26 UTC https://t.co/zySyJnc5EF #quake",1
12,"Ml 3.3 earthquake (automatic) occured at 2019-10-28T08:10:43 UTC, 4km NNW of The Geysers, CA https://t.co/HQeflhcB8c",1
13,"2.5 magnitude #earthquake. 5 km from Cobb, #CA, ##UnitedStates https://t.co/g6Rbv77OYt",1
14,"California, United States of America
ML 3.3 (4 min ago)
1km 38.81°N 122.78°W
Oct 28, 2019 08:10:43 UTC
#earthquake https://t.co/KrJsCFB1IB",1
15,"USGS reports a M3.3 #earthquake 4km NNW of The Geysers, CA on 10/28/19 @ 8:10:43 UTC https://t.co/RSzPI3A7e5 #quake",1
16,"3.3 earthquake, 4km NNW of The Geysers, CA. 2019-10-28 08:10:43 UTC at epicenter (4m ago, depth 1km). https://t.co/KI1DXbHUFn",1
17,"Md 2.47 earthquake (automatic) occured at 2019-10-28T08:08:09 UTC, 2km NNW of The Geysers, CA https://t.co/UsWYakk1s4",1
18,"California, United States of America
MD 2.5 (3 min ago)
0km 38.80°N 122.77°W
Oct 28, 2019 08:08:09 UTC
#earthquake",1
19,"USGS reports a M2.47 #earthquake 2km NNW of The Geysers, CA on 10/28/19 @ 8:08:09 UTC https://t.co/I8SPhPz1VZ #quake",1
20,"2.5 magnitude #earthquake. 8 km from Cobb, #CA, United States https://t.co/QlnoI4kNR0",1
21,"California, United States of America
MD 2.5 (4 min ago)
1km 38.83°N 122.81°W
Oct 28, 2019 06:45:30 UTC
#earthquake",1
22,"USGS reports a M2.51 #earthquake 8km W of Cobb, CA on 10/28/19 @ 6:45:30 UTC https://t.co/gPn18jjRli #quake",1
23,"Md 2.51 earthquake (automatic) occured at 2019-10-28T06:45:30 UTC, 8km W of Cobb, CA https://t.co/QwoDLEZxLT",1
24,"1.7 magnitude #earthquake. 7 km from #Cobb, CA, United States https://t.co/1Ra80WbT8r",1
25,"USGS reports a M1.67 #earthquake 7km W of Cobb, CA on 10/28/19 @ 2:08:31 UTC https://t.co/3Uq1C4VfuF #quake",1
26,"2.0 magnitude #earthquake. 7 km from #Cobb, CA, United States https://t.co/S01dyVNrgN",1
27,"USGS reports a M1.98 #earthquake 6km NW of The Geysers, CA on 10/27/19 @ 0:22:18 UTC https://t.co/FPZIs7AWg4 #quake",1
28,"Tonight’s show at Loch Lomond, Roadhouse on Cobb Mountain in Loch Lomond, California is still ON despite power outa… https://t.co/fv5nijbsZ5",0
29,"USGS reports a M1.23 #earthquake 6km WNW of Cobb, CA on 10/26/19 @ 22:41:27 UTC https://t.co/JQzZQUBpAT #quake",1
30,"USGS reports a M1.34 #earthquake 2km WNW of The Geysers, CA on 10/26/19 @ 21:44:44 UTC https://t.co/zRGyue4ra1 #quake",1
31,"#KincadeFire 🔥 unofficial, automated update.
Near Cobb, CA. ⚠️ DO NOT USE FOR SAFETY PURPOSES - See officials inste… https://t.co/dYEyVQ0B1z",0
32,"2.2 magnitude #earthquake. 7 km from Cobb, #CA, United States https://t.co/AaYCS94Mts",1
33,"California, United States of America
MD 2.2 (4 min ago)
0km 38.77°N 122.78°W
Oct 26, 2019 20:01:08 UTC
#earthquake",1
34,"USGS reports a M2.21 #earthquake 2km W of The Geysers, CA on 10/26/19 @ 20:01:08 UTC https://t.co/V9awSbXLUM #quake",1
35,"USGS reports a M2.13 #earthquake 1km SSW of The Geysers, CA on 10/26/19 @ 16:15:04 UTC https://t.co/0ORjV9A5F5 #quake",1
36,"California, United States of America
MD 2.1 (2 min ago)
0km 38.77°N 122.76°W
Oct 26, 2019 16:15:04 UTC
#earthquake",1
37,"1.7 magnitude #earthquake. 5 km from #Cobb, CA, United States https://t.co/ed78g4o6fU",1
0,"Md 3.4 earthquake (reviewed) occured at 2019-10-28T16:29:46 UTC, 68km N of Isabela, Puerto Rico https://t.co/5Bijvlayd1",1
1,"USGS reports a M3.4 #earthquake 67km N of San Antonio, Puerto Rico on 10/28/19 @ 16:29:46 UTC https://t.co/eR6cE62xsH #quake",1
2,"MD 3.4 (27 min ago)
7km 19.09°N 67.22°W
Oct 28, 2019 16:29:46 UTC
#earthquake",1
3,"Md 3.4 earthquake (reviewed) occured at 2019-10-28T16:29:46 UTC, 67km N of San Antonio, Puerto Rico https://t.co/5Bijvlayd1",1
4,"MD 2.8 (93 min ago)
12km 19.13°N 67.30°W
Oct 28, 2019 05:19:43 UTC
#earthquake",1
5,"MD 2.6 (302 min ago)
10km 19.08°N 67.43°W
Oct 27, 2019 16:09:08 UTC
#earthquake",1
6,"Md 3.17 earthquake (reviewed) occured at 2019-10-27T19:59:13 UTC, 65km NNW of San Antonio, Puerto Rico https://t.co/NJDiVGNCrZ",1
7,"MD 3.2 (20 min ago)
10km 19.08°N 67.27°W
Oct 27, 2019 19:59:13 UTC
#earthquake",1
8,"USGS reports a M3.17 #earthquake 68km NNW of San Antonio, Puerto Rico on 10/27/19 @ 19:59:13 UTC https://t.co/SQez8SVZ0s #quake",1
9,"Md 3.17 earthquake (reviewed) occured at 2019-10-27T19:59:13 UTC, 68km NNW of San Antonio, Puerto Rico https://t.co/NJDiVGNCrZ",1
10,"MD 2.5 (288 min ago)
24km 19.10°N 67.20°W
Oct 27, 2019 14:19:10 UTC
#earthquake",1
11,"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:48:41 UTC, 72km NNW of Isabela, Puerto Rico https://t.co/a1WsEAgkR1",1
12,"Mb 4.4 earthquake (reviewed) occured at 2019-10-27T13:29:47 UTC, 70km N of San Antonio, Puerto Rico https://t.co/ufStrYdaXE",1
13,"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:48:42 UTC, 70km NNW of Isabela, Puerto Rico https://t.co/a1WsEAgkR1",1
14,"USGS reports a M4.5 #earthquake 68km NNW of San Antonio, Puerto Rico on 10/27/19 @ 13:29:48 UTC https://t.co/Jtire27sAn #quake",1
15,"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:29:48 UTC, 64km NNW of Isabela, Puerto Rico https://t.co/ufStrYdaXE",1
16,"MD 2.6 (150 min ago)
10km 19.10°N 67.24°W
Oct 26, 2019 20:57:23 UTC
#earthquake",1
17,"MD 2.6 (230 min ago)
13km 19.08°N 67.25°W
Oct 24, 2019 08:11:09 UTC
#earthquake",1
18,"MD 2.7 (303 min ago)
39km 19.13°N 67.28°W
Oct 24, 2019 04:04:18 UTC
#earthquake",1
19,"MD 3.0 (35 min ago)
7km 19.14°N 67.17°W
Oct 24, 2019 05:45:42 UTC
#earthquake",1
20,"Md 2.97 earthquake (reviewed) occured at 2019-10-24T05:45:42 UTC, 72km NNW of Isabela, Puerto Rico https://t.co/XVr5m46z58",1
21,"MD 3.0 (89 min ago)
30km 19.20°N 67.26°W
Oct 22, 2019 18:48:23 UTC
#earthquake",1
22,"MD 2.8 (271 min ago)
13km 19.10°N 67.22°W
Oct 22, 2019 07:15:58 UTC
#earthquake",1
23,"MD 3.0 (127 min ago)
22km 19.09°N 67.23°W
Oct 22, 2019 01:18:31 UTC
#earthquake",1
24,"USGS reports a M2.89 #earthquake 76km NNW of San Antonio, Puerto Rico on 10/21/19 @ 23:27:51 UTC https://t.co/7bhQAaVRpV #quake",1
25,"MD 2.9 (17 min ago)
10km 19.14°N 67.35°W
Oct 21, 2019 23:27:51 UTC
#earthquake",1
26,"Md 2.89 earthquake (reviewed) occured at 2019-10-21T23:27:51 UTC, 76km NNW of San Antonio, Puerto Rico https://t.co/yHgvv96KCT",1
27,"USGS reports a M2.91 #earthquake 80km NNW of San Antonio, Puerto Rico on 10/21/19 @ 14:40:41 UTC https://t.co/Fn7a7YvVCk #quake",1
28,"MD 2.9 (50 min ago)
37km 19.19°N 67.32°W
Oct 21, 2019 14:40:41 UTC
#earthquake",1
29,"Md 2.91 earthquake (reviewed) occured at 2019-10-21T14:40:41 UTC, 80km NNW of San Antonio, Puerto Rico https://t.co/T2qZbH9G9L",1
30,"MD 2.9 (208 min ago)
68km 19.18°N 67.20°W
Oct 21, 2019 06:25:16 UTC
#earthquake",1
31,"MD 2.8 (210 min ago)
15km 19.13°N 67.28°W
Oct 21, 2019 06:21:18 UTC
#earthquake",1
32,"USGS reports a M2.96 #earthquake 79km NNW of San Antonio, Puerto Rico on 10/20/19 @ 20:09:07 UTC https://t.co/U92zORhKo1 #quake",1
33,"MD 3.0 (50 min ago)
10km 19.17°N 67.34°W
Oct 20, 2019 20:09:07 UTC
#earthquake",1
34,"Md 2.96 earthquake (reviewed) occured at 2019-10-20T20:09:07 UTC, 79km NNW of San Antonio, Puerto Rico https://t.co/6TOJCDivKT",1
0,"British Virgin Islands
MD 2.8 (105 min ago)
50km 18.74°N 64.27°W
Oct 28, 2019 05:07:39 UTC
#earthquake",1
1,• it doesn’t get better than this ☀️ https://t.co/V5tJHSNIVS,0
0,"MD 2.6 (138 min ago)
30km 19.30°N 67.40°W
Oct 28, 2019 04:35:14 UTC
#earthquake",1
1,"MD 2.6 (277 min ago)
26km 19.26°N 67.28°W
Oct 28, 2019 01:28:07 UTC
#earthquake",1
2,"MD 2.7 (287 min ago)
50km 19.24°N 67.35°W
Oct 27, 2019 13:43:34 UTC
#earthquake",1
3,"Md 2.69 earthquake (reviewed) occured at 2019-10-27T03:08:47 UTC, 92km NNW of San Antonio, Puerto Rico https://t.co/1S9J1KmbPX",1
4,"MD 2.7 (42 min ago)
21km 19.33°N 67.39°W
Oct 27, 2019 03:08:47 UTC
#earthquake",1
5,"USGS reports a M2.69 #earthquake 97km NNW of San Antonio, Puerto Rico on 10/27/19 @ 3:08:47 UTC https://t.co/VniHCPFCvw #quake",1
6,"Md 2.69 earthquake (reviewed) occured at 2019-10-27T03:08:47 UTC, Puerto Rico region https://t.co/1S9J1KmbPX",1
7,"MD 3.1 (109 min ago)
45km 19.30°N 67.37°W
Oct 25, 2019 09:13:49 UTC
#earthquake",1
8,"MD 2.7 (297 min ago)
26km 19.28°N 67.43°W
Oct 25, 2019 05:04:31 UTC
#earthquake",1
9,"MD 2.5 (218 min ago)
20km 19.27°N 67.25°W
Oct 24, 2019 08:22:45 UTC
#earthquake",1
10,"MD 3.0 (349 min ago)
28km 19.26°N 67.30°W
Oct 23, 2019 11:59:43 UTC
#earthquake",1
11,"MD 3.0 (27 min ago)
18km 19.28°N 67.42°W
Oct 21, 2019 20:54:12 UTC
#earthquake",1
12,"USGS reports a M3.01 #earthquake 93km NNW of San Antonio, Puerto Rico on 10/21/19 @ 20:54:12 UTC https://t.co/k8gdK8yP1k #quake",1
13,"Md 3.01 earthquake (reviewed) occured at 2019-10-21T20:54:12 UTC, 93km NNW of San Antonio, Puerto Rico https://t.co/gg0Bq0YH7C",1
14,"Md 2.92 earthquake (reviewed) occured at 2019-10-19T21:13:32 UTC, 88km NNW of San Antonio, Puerto Rico https://t.co/uYQSZP3gwV",1
15,"MD 2.9 (21 min ago)
25km 19.27°N 67.31°W
Oct 19, 2019 21:13:32 UTC
#earthquake",1
16,"USGS reports a M2.92 #earthquake 88km NNW of San Antonio, Puerto Rico on 10/19/19 @ 21:13:32 UTC https://t.co/N3yUGAxOtM #quake",1
0,"A 5.0 magnitude earthquake occurred 61.52mi NNE of Tobelo, Indonesia. Details: https://t.co/H6clQhBEdn Map: https://t.co/78nm9sMS6P",1
0,"Alaska, United States of America
ML 2.5 (64 min ago)
2km 66.26°N 157.27°W
Oct 28, 2019 03:55:27 UTC
#earthquake",1
1,"Ml 2.5 earthquake (automatic) occured at 2019-10-28T03:55:27 UTC, 74km SSW of Kobuk, Alaska https://t.co/fFwNSbYWlF",1
2,"Ml 2.6 earthquake (automatic) occured at 2019-10-28T03:55:27 UTC, 74km SSW of Kobuk, Alaska https://t.co/fFwNSbYWlF",1
3,USGS reports a M2.7 #earthquake northern Alaska on 10/28/19 @ 3:55:27 UTC https://t.co/atNlQws2wl #quake,1
4,"Ml 2.7 earthquake (automatic) occured at 2019-10-28T03:55:27 UTC, northern Alaska https://t.co/fFwNSbYWlF",1
5,1.7 magnitude #earthquake. Northern Alaska https://t.co/sFove0TuuD,1
6,"Alaska, United States of America
ML 2.8 (200 min ago)
0km 66.21°N 157.29°W
Oct 26, 2019 17:03:28 UTC
#earthquake",1
7,USGS reports a M2.9 #earthquake northern Alaska on 10/26/19 @ 17:03:28 UTC https://t.co/NN9EUoTsLA #quake,1
8,"Ml 2.9 earthquake (automatic) occured at 2019-10-26T17:03:28 UTC, northern Alaska https://t.co/6Jr36rxZhJ",1
9,USGS reports a M2.5 #earthquake northern Alaska on 10/26/19 @ 2:40:06 UTC https://t.co/m09Z4qcUvo #quake,1
10,"Ml 2.5 earthquake (automatic) occured at 2019-10-26T02:40:06 UTC, northern Alaska https://t.co/gkFPDtQpsp",1
11,"Ml 2.5 earthquake (automatic) occured at 2019-10-26T02:40:05 UTC, northern Alaska https://t.co/gkFPDtQpsp",1
12,"Ml 3.1 earthquake (automatic) occured at 2019-10-25T22:54:25 UTC, 73km SSW of Kobuk, Alaska https://t.co/OeShEBafrR",1
13,"Ml 3.1 earthquake (automatic) occured at 2019-10-25T22:54:25 UTC, 72km SSW of Kobuk, Alaska https://t.co/OeShEBafrR",1
14,"Alaska, United States of America
ML 3.1 (7 min ago)
0km 66.27°N 157.21°W
Oct 25, 2019 22:54:25 UTC
#earthquake https://t.co/ughhCN7m64",1
15,USGS reports a M3.1 #earthquake northern Alaska on 10/25/19 @ 22:54:25 UTC https://t.co/UTA1ixp7cZ #quake,1
16,"Ml 3.1 earthquake (automatic) occured at 2019-10-25T22:54:25 UTC, northern Alaska https://t.co/OeShEBafrR",1
17,USGS reports a M1.6 #earthquake northern Alaska on 10/25/19 @ 22:35:05 UTC https://t.co/1Wj3ImkcZZ #quake,1
18,USGS reports a M1.8 #earthquake northern Alaska on 10/22/19 @ 23:31:33 UTC https://t.co/U9Jd1B3onD #quake,1
19,"Alaska, United States of America
ML 3.0 (7 min ago)
0km 66.19°N 157.29°W
Oct 22, 2019 19:57:54 UTC
#earthquake https://t.co/BA6IPsAwAe",1
20,"USGS reports a M2.1 #earthquake 76km S of Kobuk, Alaska on 10/22/19 @ 19:55:03 UTC https://t.co/EnRzwVGTkU #quake",1
21,USGS reports a M1.7 #earthquake northern Alaska on 10/21/19 @ 18:42:56 UTC https://t.co/FScDcxeP7M #quake,1
22,"Alaska, United States of America
ML 2.6 (114 min ago)
6km 66.31°N 157.28°W
Oct 21, 2019 16:26:38 UTC
#earthquake",1
23,USGS reports a M1.6 #earthquake northern Alaska on 10/21/19 @ 17:16:03 UTC https://t.co/vvesEn5t4c #quake,1
24,"Ml 2.7 earthquake (automatic) occured at 2019-10-21T05:28:25 UTC, 77km SSW of Kobuk, Alaska https://t.co/5mqKD1KzYg",1
25,"USGS reports a M1.4 #earthquake 76km S of Kobuk, Alaska on 10/21/19 @ 3:38:36 UTC https://t.co/rVlXDumYL8 #quake",1
26,USGS reports a M1.4 #earthquake northern Alaska on 10/20/19 @ 16:07:16 UTC https://t.co/iYRG8za2ng #quake,1
0,"Mww 5.1 earthquake (reviewed) occured at 2019-10-28T03:55:06 UTC, 12km WSW of San Jose de Jachal, Argentina https://t.co/pN4aEjfmtj",1
1,"Mww 5.1 earthquake (reviewed) occured at 2019-10-28T03:55:06 UTC, 12km WSW of San Jose de Jachal, Argentina https://t.co/pN4aEiXLBL",1
2,"USGS reports a M5.1 #earthquake 12km WSW of San Jose de Jachal, Argentina on 10/28/19 @ 3:55:06 UTC https://t.co/E4dI79DIgs #quake",1
3,"5.1 magnitude earthquake occurred 7.46mi WSW of San Jose de Jachal, Argentina. Details: https://t.co/wAD0JERULO Map: https://t.co/lMLK1tiyWe",1
4,"5.1 earthquake, 12km WSW of San Jose de Jachal, Argentina. 2019-10-28 00:55:06 at epicenter (19m ago, depth 10km). https://t.co/3DBcb8lI4S",1
0,@holinka He is extremely sun burned so he’s trying to protect that area :(,0
1,💀💀 please https://t.co/MdSIDwlNWq,0
2,@miicheelleed i’m pissed,0
3,Buen thread https://t.co/CNWelaWoeG,0
4,Kiss me hard before you go,0
5,"@gabiekin_ Don't need makeup, she has nature beauty.",0
6,@bootyboricua miupi dice que es “aceptable”. what the fuck is this supposed to mean? why is this so ambiguous?,0
7,"well, at least i look good naked",0
8,@JazzyJJ1999 Me neither!,0
9,You famous 🤭 https://t.co/swfJIbmRxb,0
10,@baldheaded1der Hello Ryan do you have the National League too? Or you are going to write it later on?,0
11,"about to take this eye test, cant wait for them to tell me im blind",0
12,@thehexhypoxia Funny I love coconut cake 🤣🤣🤣,0
13,cuteness overload https://t.co/gp7mzSivyX,0
14,"Career tip for landing jobs like ""Mechanic"" in #Bayamón, Bayamón. Go on informational interviews. The best way to g… https://t.co/9WvBZkTto4",0
0,22 days without alcohol and my body already feels pretty good😍😍😍🙌,0
1,"""Former White House national security adviser fails to appear in impeachment inquiry""  https://t.co/TE7lz1iySy",0
2,Once you play basketball you never want to play a different sport basketball is intense and a physical game can’t handle it play golf,0
3,"@SamsungUS on the ph now w your cust serv, been waiting for a shipping label that never arrived. Now they tell me t… https://t.co/kP4N4e76bo",0
4,@Morning_Joe @JoeNBC We are Americans! It's our duty to remove a stain such as this @POTUS! Give him an inch and he… https://t.co/A8jvbOVXEd,0
5,@Drive_pedia @LDYPrefers2Save Crappy site. All ads. #ClickBait #nobueno,0
6,"Just posted a photo @ Salinas, Puerto Rico https://t.co/RAd5UW9n2d",0
7,"@Terrence_STR Hes mumbling something to them, lool at his mouth and their faces after he stops. Lol",0
8,"@Trace___65roses @brooklynmarie @JenniferJJacobs That's when he realized, that fan has been smelling like shit for… https://t.co/tXxoFmhs0I",0
9,@JenniferJJacobs Do you think our soldiers were ordered to wave those hats? They look coached. 🤷‍♂️,0
10,"""President Trump greeted with 'Lock him up' chants at the World Series""  https://t.co/aAehHrfhcp",0
11,USGS reports a M2.72 #earthquake Puerto Rico region on 10/28/19 @ 3:05:13 UTC https://t.co/dTNnf5VrXR #quake,1
12,"Md 2.72 earthquake (reviewed) occured at 2019-10-28T03:05:13 UTC, Puerto Rico region https://t.co/mHrR3jgYSS",1
13,@Krystall_19 @lacurlii be like:,0
14,@JakeWebber9 Wtf jake,0
15,@jerez0318 Dismissed! 👌🏼,0
16,@jerez0318 😂 I got you!,0
17,Copion,0
18,Ponle caption: https://t.co/GLldAffxbw,0
19,"If jobs with titles like ""ELECTRONICS MECHANIC (D1204000)"" sound appealing to you, follow us to hear about these ty… https://t.co/Ud7OcHcCp8",0
20,@emmachamberlain Are u serious? 😂🤦🏻‍♀️,0
0,"MD 2.9 (205 min ago)
95km 18.94°N 67.24°W
Oct 28, 2019 02:40:03 UTC
#earthquake",1
1,"ML 3.5 (347 min ago)
29km 18.99°N 67.27°W
Oct 27, 2019 13:51:40 UTC
#earthquake",1
2,"MD 2.7 (167 min ago)
6km 18.92°N 67.19°W
Oct 26, 2019 02:14:25 UTC
#earthquake",1
0,"Md 3.4 earthquake (reviewed) occured at 2019-10-28T16:29:46 UTC, 68km N of Isabela, Puerto Rico https://t.co/5Bijvlayd1",1
1,"USGS reports a M3.4 #earthquake 67km N of San Antonio, Puerto Rico on 10/28/19 @ 16:29:46 UTC https://t.co/eR6cE62xsH #quake",1
2,"MD 3.4 (27 min ago)
7km 19.09°N 67.22°W
Oct 28, 2019 16:29:46 UTC
#earthquake",1
3,"Md 3.4 earthquake (reviewed) occured at 2019-10-28T16:29:46 UTC, 67km N of San Antonio, Puerto Rico https://t.co/5Bijvlayd1",1
4,"MD 2.8 (224 min ago)
79km 19.05°N 67.11°W
Oct 28, 2019 02:21:18 UTC
#earthquake",1
5,"Md 3.17 earthquake (reviewed) occured at 2019-10-27T19:59:13 UTC, 65km NNW of San Antonio, Puerto Rico https://t.co/NJDiVGNCrZ",1
6,"MD 3.2 (20 min ago)
10km 19.08°N 67.27°W
Oct 27, 2019 19:59:13 UTC
#earthquake",1
7,"USGS reports a M3.17 #earthquake 68km NNW of San Antonio, Puerto Rico on 10/27/19 @ 19:59:13 UTC https://t.co/SQez8SVZ0s #quake",1
8,"Md 3.17 earthquake (reviewed) occured at 2019-10-27T19:59:13 UTC, 68km NNW of San Antonio, Puerto Rico https://t.co/NJDiVGNCrZ",1
9,"MD 2.5 (288 min ago)
24km 19.10°N 67.20°W
Oct 27, 2019 14:19:10 UTC
#earthquake",1
10,"MD 3.1 (315 min ago)
10km 19.04°N 67.28°W
Oct 27, 2019 13:51:41 UTC
#earthquake",1
11,"Ml 4.3 earthquake (REVIEWED) occured at 2019-10-27T13:48:44 UTC, 61km NNW of San Antonio, Puerto Rico https://t.co/Tw5LrYxqkp",1
12,"USGS reports a M4.3 #earthquake 61km NNW of San Antonio, Puerto Rico on 10/27/19 @ 13:48:44 UTC https://t.co/rDlvUyP8Ba #quake",1
13,"4.3 earthquake, 61km NNW of San Antonio, Puerto Rico. 2019-10-27 09:48:44 at epicenter (6m ago, depth 22km). https://t.co/MG7UejZYga",1
14,"USGS reports a M4.5 #earthquake 68km NNW of San Antonio, Puerto Rico on 10/27/19 @ 13:29:48 UTC https://t.co/Jtire27sAn #quake",1
15,"Mb 4.5 earthquake (reviewed) occured at 2019-10-27T13:29:48 UTC, 64km NNW of Isabela, Puerto Rico https://t.co/ufStrYdaXE",1
16,"4.4 earthquake, 64km NNW of Isabela, Puerto Rico. 2019-10-27 09:29:50 at epicenter (6m ago, depth 33km). https://t.co/Db2PUrWiR1",1
17,"4.4 earthquake, 64km NNW of Isabela, Puerto Rico. 2019-10-27 09:29:50 at epicenter (6m ago, depth 33km). https://t.co/0UdY7jIJkt",1
18,"Ml 4.4 earthquake (REVIEWED) occured at 2019-10-27T13:29:50 UTC, 64km NNW of Isabela, Puerto Rico https://t.co/S705X5RO5X",1
19,"MD 2.6 (150 min ago)
10km 19.10°N 67.24°W
Oct 26, 2019 20:57:23 UTC
#earthquake",1
20,"MD 2.9 (75 min ago)
28km 19.06°N 67.15°W
Oct 25, 2019 14:24:16 UTC
#earthquake",1
21,"MD 2.6 (230 min ago)
13km 19.08°N 67.25°W
Oct 24, 2019 08:11:09 UTC
#earthquake",1
22,"MD 2.5 (348 min ago)
8km 19.05°N 67.20°W
Oct 24, 2019 03:18:40 UTC
#earthquake",1
23,"MD 2.8 (271 min ago)
13km 19.10°N 67.22°W
Oct 22, 2019 07:15:58 UTC
#earthquake",1
24,"MD 3.0 (127 min ago)
22km 19.09°N 67.23°W
Oct 22, 2019 01:18:31 UTC
#earthquake",1
25,"MD 3.0 (69 min ago)
10km 18.99°N 67.14°W
Oct 22, 2019 00:40:00 UTC
#earthquake",1
26,"MD 2.5 (307 min ago)
10km 19.00°N 67.07°W
Oct 21, 2019 02:44:06 UTC
#earthquake",1
27,"MD 2.9 (319 min ago)
8km 19.05°N 67.17°W
Oct 20, 2019 04:30:15 UTC
#earthquake",1
0,"MD 2.6 (138 min ago)
30km 19.30°N 67.40°W
Oct 28, 2019 04:35:14 UTC
#earthquake",1
1,"MD 2.6 (277 min ago)
26km 19.26°N 67.28°W
Oct 28, 2019 01:28:07 UTC
#earthquake",1
2,"MD 2.7 (287 min ago)
50km 19.24°N 67.35°W
Oct 27, 2019 13:43:34 UTC
#earthquake",1
3,"MD 3.1 (109 min ago)
45km 19.30°N 67.37°W
Oct 25, 2019 09:13:49 UTC
#earthquake",1
4,"MD 2.7 (297 min ago)
26km 19.28°N 67.43°W
Oct 25, 2019 05:04:31 UTC
#earthquake",1
5,"MD 3.0 (175 min ago)
13km 19.23°N 67.35°W
Oct 24, 2019 09:06:33 UTC
#earthquake",1
6,"MD 2.5 (218 min ago)
20km 19.27°N 67.25°W
Oct 24, 2019 08:22:45 UTC
#earthquake",1
7,"MD 3.0 (349 min ago)
28km 19.26°N 67.30°W
Oct 23, 2019 11:59:43 UTC
#earthquake",1
8,"MD 2.9 (258 min ago)
17km 19.20°N 67.20°W
Oct 23, 2019 07:30:37 UTC
#earthquake",1
9,"MD 3.1 (48 min ago)
19km 19.23°N 67.26°W
Oct 23, 2019 03:39:28 UTC
#earthquake",1
10,"USGS reports a M3.11 #earthquake 83km NNW of San Antonio, Puerto Rico on 10/23/19 @ 3:39:28 UTC https://t.co/mMa7FwrZkX #quake",1
11,"Md 3.11 earthquake (reviewed) occured at 2019-10-23T03:39:28 UTC, 83km NNW of San Antonio, Puerto Rico https://t.co/7DlbGkA4FJ",1
12,"MD 3.0 (89 min ago)
30km 19.20°N 67.26°W
Oct 22, 2019 18:48:23 UTC
#earthquake",1
13,"MD 2.8 (123 min ago)
24km 19.23°N 67.26°W
Oct 22, 2019 01:21:37 UTC
#earthquake",1
14,"MD 3.0 (27 min ago)
18km 19.28°N 67.42°W
Oct 21, 2019 20:54:12 UTC
#earthquake",1
15,"USGS reports a M3.01 #earthquake 93km NNW of San Antonio, Puerto Rico on 10/21/19 @ 20:54:12 UTC https://t.co/k8gdK8yP1k #quake",1
16,"Md 3.01 earthquake (reviewed) occured at 2019-10-21T20:54:12 UTC, 93km NNW of San Antonio, Puerto Rico https://t.co/gg0Bq0YH7C",1
17,"USGS reports a M2.91 #earthquake 80km NNW of San Antonio, Puerto Rico on 10/21/19 @ 14:40:41 UTC https://t.co/Fn7a7YvVCk #quake",1
18,"MD 2.9 (50 min ago)
37km 19.19°N 67.32°W
Oct 21, 2019 14:40:41 UTC
#earthquake",1
19,"Md 2.91 earthquake (reviewed) occured at 2019-10-21T14:40:41 UTC, 80km NNW of San Antonio, Puerto Rico https://t.co/T2qZbH9G9L",1
20,"MD 3.0 (216 min ago)
25km 19.23°N 67.31°W
Oct 20, 2019 20:48:44 UTC
#earthquake",1
21,"MD 2.7 (252 min ago)
10km 19.21°N 67.20°W
Oct 20, 2019 20:13:07 UTC
#earthquake",1
22,"MD 3.0 (172 min ago)
26km 19.24°N 67.22°W
Oct 19, 2019 21:20:58 UTC
#earthquake",1
23,"Md 2.92 earthquake (reviewed) occured at 2019-10-19T21:13:32 UTC, 88km NNW of San Antonio, Puerto Rico https://t.co/uYQSZP3gwV",1
24,"MD 2.9 (21 min ago)
25km 19.27°N 67.31°W
Oct 19, 2019 21:13:32 UTC
#earthquake",1
25,"USGS reports a M2.92 #earthquake 88km NNW of San Antonio, Puerto Rico on 10/19/19 @ 21:13:32 UTC https://t.co/N3yUGAxOtM #quake",1
0,"Mb 4.7 earthquake (reviewed) occured at 2019-10-27T23:47:37 UTC, 92km W of San Antonio de los Cobres, Argentina https://t.co/dSXEbIO9jm",1
0,"USGS reports a M4.9 #earthquake eastern New Guinea region, Papua New Guinea on 10/27/19 @ 23:45:28 UTC https://t.co/P4yadJzsw0 #quake",1
1,"【M4.9】EASTERN NEW GUINEA REG, PAPUA NEW GUINEA 152.9km 2019/10/28 08:45:28 JST
(G)https://t.co/SOrLujYcpg (USGS)https://t.co/9KWnZu4vYE",0
2,"Mb 4.9 earthquake (reviewed) occured at 2019-10-27T23:45:28 UTC, 115km NNW of Finschhafen, Papua New Guinea https://t.co/hPRoYayrj7",1
